ncbiID	fullName	rank	parentID
498846	Candidatus Korarchaeum cryptofilum	species	498845
498845	Candidatus Korarchaeum	genus	51967
51967	Candidatus Korarchaeota	phylum	1783275
39947	Oryza sativa Japonica Group	norank	4530
4530	Oryza sativa	species	4527
4527	Oryza	genus	1648021
1648021	Oryzinae	subtribe	147380
147380	Oryzeae	tribe	147367
147367	Oryzoideae	subfamily	359160
359160	BOP clade	norank	4479
4479	Poaceae	family	38820
38820	Poales	order	4734
4734	commelinids	norank	1437197
1437197	Petrosaviidae	subclass	4447
4447	Liliopsida	norank	1437183
407821	Stegodyphus mimosarum	species	175340
175340	Stegodyphus	genus	175333
175333	Eresidae	family	175332
175332	Eresoidea	superfamily	74971
74971	Entelegynae	norank	6905
6905	Araneomorphae	suborder	6893
6893	Araneae	order	6854
6854	Arachnida	class	6843
6843	Chelicerata	subphylum	6656
418459	Puccinia graminis f. sp. tritici CRL 75-36-700-3	strain	56615
56615	Puccinia graminis f. sp. tritici	formaspecialis	5297
5297	Puccinia graminis	species	5296
5296	Puccinia	genus	5262
5262	Pucciniaceae	family	5258
5258	Pucciniales	order	162484
162484	Pucciniomycetes	class	29000
29000	Pucciniomycotina	subphylum	5204
436308	Nitrosopumilus maritimus SCM1	strain	338192
338192	Nitrosopumilus maritimus	species	338191
338191	Nitrosopumilus	genus	338190
338190	Nitrosopumilaceae	family	31932
31932	Nitrosopumilales	order	651137
651137	Thaumarchaeota	phylum	1783275
44689	Dictyostelium discoideum	species	5782
5782	Dictyostelium	genus	2058185
2058185	Dictyosteliaceae	family	2058949
2058949	Dictyosteliales	order	33083
33083	Dictyostelia	norank	142796
142796	Eumycetozoa	class	2605435
2605435	Evosea	phylum	554915
554915	Amoebozoa	norank	2759
45351	Nematostella vectensis	species	45350
45350	Nematostella	genus	45349
45349	Edwardsiidae	family	6103
6103	Actiniaria	order	6102
6102	Hexacorallia	subclass	6101
6101	Anthozoa	class	6073
6073	Cnidaria	phylum	6072
4577	Zea mays	species	4575
4575	Zea	genus	1648029
1648029	Tripsacinae	subtribe	147429
147429	Andropogoneae	tribe	1648033
1648033	Andropogonodae	norank	147369
147369	Panicoideae	subfamily	147370
147370	PACMAD clade	norank	4479
4914	Lachancea waltii	species	300275
300275	Lachancea	genus	4893
4932	Saccharomyces cerevisiae	species	4930
4930	Saccharomyces	genus	4893
4956	Zygosaccharomyces rouxii	species	4953
4953	Zygosaccharomyces	genus	4893
515635	Dictyoglomus turgidum DSM 6724	strain	513050
513050	Dictyoglomus turgidum	species	13
13	Dictyoglomus	genus	203488
203488	Dictyoglomaceae	family	203487
203487	Dictyoglomales	order	203486
203486	Dictyoglomia	class	68297
68297	Dictyoglomi	phylum	2
5478	[Candida] glabrata	species	600669
600669	Nakaseomyces/Candida clade	norank	374468
374468	Nakaseomyces	genus	4893
559292	Saccharomyces cerevisiae S288C	strain	4932
5664	Leishmania major	species	38581
38581	Leishmania major species complex	speciesgroup	38568
38568	Leishmania	subgenus	5658
5658	Leishmania	genus	1286322
1286322	Leishmaniinae	subfamily	5654
5654	Trypanosomatidae	family	2704949
2704949	Trypanosomatida	order	2704647
2704647	Metakinetoplastina	subclass	5653
5653	Kinetoplastea	class	33682
33682	Euglenozoa	phylum	2611352
2611352	Discoba	norank	2759
5722	Trichomonas vaginalis	species	5721
5721	Trichomonas	genus	181550
181550	Trichomonadidae	family	37104
37104	Trichomonadida	order	5719
5719	Parabasalia	phylum	2611341
5888	Paramecium tetraurelia	species	5884
5884	Paramecium	genus	340080
340080	Parameciidae	family	33825
33825	Peniculida	order	6020
6020	Oligohymenophorea	class	431838
431838	Intramacronucleata	subphylum	5878
5878	Ciliophora	phylum	33630
610380	Harpegnathos saltator	species	604375
604375	Harpegnathos	genus	141711
141711	Ponerini	tribe	43085
43085	Ponerinae	subfamily	36668
36668	Formicidae	family	2153479
2153479	Formicoidea	superfamily	7434
7434	Aculeata	infraorder	7400
7400	Apocrita	suborder	7399
7399	Hymenoptera	order	33392
6239	Caenorhabditis elegans	species	6237
6237	Caenorhabditis	genus	55885
55885	Peloderinae	subfamily	6243
6243	Rhabditidae	family	55879
55879	Rhabditoidea	superfamily	2301119
2301119	Rhabditomorpha	infraorder	2301116
2301116	Rhabditina	suborder	6236
6236	Rhabditida	order	119089
119089	Chromadorea	class	6231
6231	Nematoda	phylum	1206794
64091	Halobacterium salinarum NRC-1	strain	2242
2242	Halobacterium salinarum	species	2239
2239	Halobacterium	genus	2236
2236	Halobacteriaceae	family	2235
2235	Halobacteriales	order	183963
183963	Halobacteria	class	2290931
6412	Helobdella robusta	species	6411
6411	Helobdella	genus	6407
6407	Glossiphoniidae	family	6406
6406	Rhynchobdellida	order	55824
55824	Hirudinea	subclass	42113
42113	Clitellata	class	6340
6340	Annelida	phylum	1206795
1206795	Lophotrochozoa	norank	2697495
2697495	Spiralia	norank	33317
665079	Sclerotinia sclerotiorum 1980 UF-70	isolate	5180
5180	Sclerotinia sclerotiorum	species	5179
5179	Sclerotinia	genus	28983
28983	Sclerotiniaceae	family	5178
5178	Helotiales	order	147548
147548	Leotiomycetes	class	715989
684364	Batrachochytrium dendrobatidis JAM81	strain	109871
109871	Batrachochytrium dendrobatidis	species	100474
100474	Batrachochytrium	genus	1142503
1142503	Rhizophydiales incertae sedis	norank	451442
451442	Rhizophydiales	order	451435
451435	Chytridiomycetes	class	2683659
2683659	Chytridiomycota incertae sedis	norank	4761
4761	Chytridiomycota	phylum	112252
112252	Fungi incertae sedis	norank	4751
69014	Thermococcus kodakarensis KOD1	strain	311400
311400	Thermococcus kodakarensis	species	2263
2263	Thermococcus	genus	2259
2259	Thermococcaceae	family	2258
2258	Thermococcales	order	183968
183968	Thermococci	class	28890
6945	Ixodes scapularis	species	6944
6944	Ixodes	genus	426442
426442	Ixodinae	subfamily	6939
6939	Ixodidae	family	297308
297308	Ixodoidea	superfamily	6935
6935	Ixodida	order	6934
6934	Parasitiformes	superorder	6933
6933	Acari	subclass	6854
7070	Tribolium castaneum	species	7069
7069	Tribolium	genus	1304792
1304792	Tenebrionidae incertae sedis	norank	7065
7065	Tenebrionidae	family	71527
71527	Tenebrionoidea	superfamily	41088
41088	Cucujiformia	infraorder	41084
7165	Anopheles gambiae	species	44542
44542	gambiae species complex	norank	44537
44537	Pyretophorus	norank	44534
44534	Cellia	subgenus	7164
7164	Anopheles	genus	43816
43816	Anophelinae	subfamily	7157
7157	Culicidae	family	41827
41827	Culicoidea	superfamily	43786
7227	Drosophila melanogaster	species	32351
32351	melanogaster subgroup	speciessubgroup	32346
32346	melanogaster group	speciesgroup	32341
32341	Sophophora	subgenus	7215
7215	Drosophila	genus	46877
46877	Drosophilini	tribe	43845
43845	Drosophilinae	subfamily	7214
7214	Drosophilidae	family	43746
43746	Ephydroidea	superfamily	43741
43741	Acalyptratae	norank	43738
43738	Schizophora	norank	480117
480117	Cyclorrhapha	norank	480118
480118	Eremoneura	norank	43733
43733	Muscomorpha	infraorder	7203
7203	Brachycera	suborder	7147
7260	Drosophila willistoni	species	32367
32367	willistoni subgroup	speciessubgroup	32365
32365	willistoni group	speciesgroup	32341
7719	Ciona intestinalis	species	7718
7718	Ciona	genus	7717
7717	Cionidae	family	7716
7716	Phlebobranchia	order	7713
7713	Ascidiacea	class	7712
7712	Tunicata	subphylum	7711
7739	Branchiostoma floridae	species	7737
7737	Branchiostoma	genus	7736
7736	Branchiostomidae	family	2682553
2682553	Amphioxiformes	order	2682552
2682552	Leptocardii	class	7735
7735	Cephalochordata	subphylum	7711
7918	Lepisosteus oculatus	species	7916
7916	Lepisosteus	genus	7915
7915	Lepisosteidae	family	7914
7914	Semionotiformes	order	1489100
1489100	Holostei	infraclass	41665
41665	Neopterygii	subclass	186623
186623	Actinopteri	class	7898
7898	Actinopterygii	superclass	117571
7955	Danio rerio	species	7954
7954	Danio	genus	2743711
2743711	Danioninae	subfamily	2743709
2743709	Danionidae	family	30727
30727	Cyprinoidei	suborder	7952
7952	Cypriniformes	order	186627
186627	Cypriniphysae	superorder	186626
186626	Otophysi	norank	32519
32519	Ostariophysi	subcohort	186634
186634	Otomorpha	cohort	186625
186625	Clupeocephala	norank	1489341
1489341	Osteoglossocephalai	norank	32443
32443	Teleostei	infraclass	41665
8090	Oryzias latipes	species	8089
8089	Oryzias	genus	8088
8088	Oryziinae	subfamily	47757
47757	Adrianichthyidae	family	28781
28781	Adrianichthyoidei	suborder	76071
76071	Beloniformes	order	1489913
1489913	Atherinomorphae	superorder	1489908
1489908	Ovalentaria	norank	1489872
1489872	Percomorphaceae	norank	123369
123369	Euacanthomorphacea	norank	123368
123368	Acanthomorphata	norank	123367
123367	Ctenosquamata	norank	123366
123366	Eurypterygia	norank	123365
123365	Neoteleostei	norank	1489388
1489388	Euteleosteomorpha	cohort	186625
81824	Monosiga brevicollis	species	81525
81525	Monosiga	genus	81529
81529	Salpingoecidae	family	1924738
1924738	Craspedida	order	28009
28009	Choanoflagellata	class	999999001
83332	Mycobacterium tuberculosis H37Rv	strain	1773
1773	Mycobacterium tuberculosis	species	77643
77643	Mycobacterium tuberculosis complex	speciesgroup	1763
1763	Mycobacterium	genus	1762
1762	Mycobacteriaceae	family	85007
85007	Corynebacteriales	order	1760
83333	Escherichia coli K-12	strain	562
562	Escherichia coli	species	561
561	Escherichia	genus	543
543	Enterobacteriaceae	family	91347
91347	Enterobacterales	order	1236
8364	Xenopus tropicalis	species	8363
8363	Silurana	subgenus	8353
8353	Xenopus	genus	8360
8360	Xenopodinae	subfamily	8352
8352	Pipidae	family	30319
30319	Pipoidea	superfamily	8342
8342	Anura	order	41666
41666	Batrachia	superorder	8292
8292	Amphibia	class	32523
85962	Helicobacter pylori 26695	strain	210
210	Helicobacter pylori	species	209
209	Helicobacter	genus	72293
72293	Helicobacteraceae	family	213849
213849	Campylobacterales	order	29547
29547	Epsilonproteobacteria	class	68525
9031	Gallus gallus	species	9030
9030	Gallus	genus	9072
9072	Phasianinae	subfamily	9005
9005	Phasianidae	family	8976
8976	Galliformes	order	1549675
1549675	Galloanserae	superorder	8825
8825	Neognathae	infraclass	8782
8782	Aves	class	436492
436492	Coelurosauria	norank	436491
436491	Theropoda	norank	436489
436489	Saurischia	norank	436486
436486	Dinosauria	norank	8492
8492	Archosauria	norank	1329799
1329799	Archelosauria	norank	32561
32561	Sauria	norank	8457
8457	Sauropsida	norank	32524
9595	Gorilla gorilla gorilla	subspecies	9593
9593	Gorilla gorilla	species	9592
9592	Gorilla	genus	207598
207598	Homininae	subfamily	9604
9604	Hominidae	family	314295
314295	Hominoidea	superfamily	9526
9526	Catarrhini	parvorder	314293
314293	Simiiformes	infraorder	376913
376913	Haplorrhini	suborder	9443
9443	Primates	order	314146
9598	Pan troglodytes	species	9596
9596	Pan	genus	207598
9606	Homo sapiens	species	9605
9605	Homo	genus	207598
9615	Canis lupus familiaris	subspecies	9612
9612	Canis lupus	species	9611
9611	Canis	genus	9608
9608	Canidae	family	379584
379584	Caniformia	suborder	33554
33554	Carnivora	order	314145
314145	Laurasiatheria	superorder	1437010
9913	Bos taurus	species	9903
9903	Bos	genus	27592
27592	Bovinae	subfamily	9895
9895	Bovidae	family	35500
35500	Pecora	infraorder	9845
9845	Ruminantia	suborder	91561
91561	Artiodactyla	order	314145
1001994	Nitrosarchaeum koreense MY1	strain	1088740
1088740	Nitrosarchaeum koreense	species	1007082
1007082	Nitrosarchaeum	genus	338190
10020	Dipodomys ordii	species	10016
10016	Dipodomys	genus	38662
38662	Dipodomyinae	subfamily	10015
10015	Heteromyidae	family	1963757
1963757	Castorimorpha	suborder	9989
